"","Year","Hybrid","intercept","density","density^2","YE","YE*density","R-squared"
"1","2015","DKC6050","16.9560133493517","-0.189716683285585","0.000709521063961958","0.0226229465740009","0.00617597923629284","0.296818242384925"
"2","2015","DKC6340","3.04030368134036","-0.056977705400999","-9.37827461831438e-05","0.659360468424644","0.00613044621888673","0.680489014988976"
"3","2015","DKC6650","10.0904233102997","-0.0598564934910362","-0.000226470465852314","0.0835646356939229","0.00930731149494356","0.589879164938119"
"4","2015","DKC6664","31.9139628036579","-0.205202431043461","-0.000421633338995466","-1.50834482216649","0.0214620570463179","0.331452551502068"
"5","2015","DKC6728","-6.96234201565858","0.212295133892526","-0.000444252750671422","1.17201797580076","-0.00840446822287253","0.218651252830052"
"6","2015","DKC6752","-29.1603707927403","0.342871388505484","-0.0012689251883662","1.77125376099936","-0.00299445080340175","0.777180036721165"
"7","2015","DKC6795","-6.94691847932095","0.0610201360674302","-0.000313061109430631","1.05589417879421","0.00139246954796396","0.72572009800407"
"8","2015","DKC6815","-25.0728094966909","0.376754977320132","-0.000868471612662051","2.07918765893934","-0.0132638549143204","0.582804736473022"
"9","2015","DKC7050","5.86550120467277","-0.0746218395624546","-0.000790536319102233","-0.00724127771003398","0.0162316250105034","0.692613376762273"
"10","2015","EN6910","27.228164107443","-0.313879096636547","0.000423676904249468","-0.677128249591142","0.0162039025854737","0.421517646807425"
"11","2015","EP6741","9.44897505069403","-0.0467395670881712","-7.86816876185781e-05","0.234339362405379","0.00447259548846269","0.155311452846109"
"12","2015","P1758","-2.07388474757231","0.0542157435170569","-0.000188755732177851","0.793994897683932","0.00155131976781984","0.756343985070898"
"13","2015","DKC5830","29.8610263657798","-0.297205235465918","-0.00100798276129032","-1.70340390754474","0.0358755510188521","0.833811158996768"
"14","2015","EP5716","-32.114716991138","-0.0935464846256229","-0.00125087871111113","2.33133467617494","0.0239180865883898","0.965962014178294"
"15","2015","P1547","-40.2961988573945","0.606371399419237","-0.000662008655555546","3.39231159291145","-0.033703409994676","0.704378193450837"
"16","2015","DKC5632","33.9144981938583","-0.224903011045784","-9.61143492063421e-05","-1.68574558245943","0.0188688811768642","0.297274557605706"
"17","2015","DKC6351","119.295722676284","-0.620676463535895","-0.000653050174603172","-8.27228080424844","0.0562392762085716","0.650684675813008"
"18","2015","DKC6532","-241.552607747968","2.77569214003296","-0.000943026455555568","17.7391720114459","-0.187609345748067","0.239004264281702"
"19","2015","DKC6630","43.8836217739316","-0.735713129773229","-0.000289527931746045","-2.5219886714015","0.058694582648799","0.660417858539741"
"20","2015","EP6739","24.2153913336261","0.0113277342207952","0.000242068220634917","-0.70324835907146","-0.00289530487416688","0.478562562675448"
"21","2015","DKC5032YG","-164.081530701799","1.89426087031773","-0.000820660633333245","12.0883273121275","-0.123474848551123","0.685966245260339"
"22","2015","DKC6442","-248.349527633715","1.72897676155344","-0.000437608007936545","18.2914938393899","-0.115679735089393","0.895321934677591"
"23","2015","DKC6631YG","114.09849405865","-0.776249495851177","-0.000462728258730164","-7.78456710690753","0.0653201657261129","0.935401087818264"
"24","2015","DKC6729YG","186.982547304222","-2.00276625773748","-9.91100825396409e-05","-12.7804066382642","0.149174473414975","0.644972984500525"
"25","2016","AMBROSINI","0.178148714448311","0.065132923317746","-0.00101990777671957","0.0824863180827682","0.0121521330903489","0.993278951028951"
"26","2016","DKC2931","-7.36395742597258","0.0863878465081965","-0.000138724845534875","1.18038394978071","-0.00163720834579343","0.930657075676"
"27","2016","DKC2972","-5.76906772619706","0.117903219628338","-0.000325873614074072","0.888671245602665","-0.000266935678573693","0.908624696614911"
"28","2016","DKC3050","2.83145959897677","-0.0167195677203723","-0.000551852308852795","0.265495105031891","0.0120502949619117","0.963153935153513"
"29","2016","DKC3361","-4.04742569608857","0.11703866044017","-0.000335097635132271","0.762277215313202","-2.65778413694961e-05","0.908807777175946"
"30","2016","DKC3441","-2.41821198900092","0.140213004278506","-0.000965822679094961","0.520651428613647","0.00458843939463465","0.983864312030628"
"31","2016","DKC3452","-4.69760345816404","0.101809224514916","-0.000856989136931213","0.582648190784454","0.00789939342165288","0.987652129493606"
"32","2016","DKC3568","-4.50890694764785","0.0474615355159894","7.67912674451619e-05","1.12421138135642","-0.00185112189041198","0.940608232011911"
"33","2016","DKC3579","-2.51419768901035","0.0541213057693401","-0.000596402295449735","0.58060677001576","0.00819019905516753","0.970695362150731"
"34","2016","EQ3139","-0.757809114359368","0.0236559271633912","-0.000104168645925923","0.722775797441192","0.00367991429442418","0.953553418964282"
"35","2016","RICARDINIO","-15.4471543681335","0.166094573858237","-0.00032701930235088","1.59838116838004","-0.0033893937431721","0.99245844321269"
"36","2016","DELITOP","798.390193430404","-1.77770108317376","-0.000708250522698438","-101.934415469528","0.245351585292102","0.899204798545877"
"37","2016","DKC2949","16.8534806032852","-0.0455429105872707","-0.000232443017826248","-1.9242583124094","0.0135983273909909","0.893866170542862"
"38","2016","DKC2960","2.58936955836856","0.0988442361560263","-0.000525651663881791","-0.15265234438537","0.000313593987770145","0.449950764224727"
"39","2016","DKC3203","7.75145216749194","0.0544481199596104","-0.000556269192698412","-0.924722109686454","0.00808049799504625","0.628035896216754"
"40","2016","DKC3472","1.93292626511279","-0.00163344603744078","-0.000423204197460318","0.013588185805829","0.0122825344657264","0.920560723598987"
"41","2016","DKC3476","6.78047122128559","-0.0348601102806567","-0.000316322329841269","-0.543355755484436","0.0145553999686367","0.870777853674473"
"42","2016","DKC3705","18.5485611161216","-0.143676039142256","-0.000493834225238089","-2.18438623223744","0.0326261109327896","0.830299318168095"
"43","2016","DKC3717","-0.986407520134163","0.166742541138214","-0.000815921624365078","-0.00750314008591333","-0.00108546266652731","0.702453253114824"
"44","2016","DKC3759","7.29978154920223","0.0630636559059833","-0.000617345331587303","-0.865261199260337","0.00772834287069207","0.678999203049615"
"45","2016","P7535","-11.6689827849022","0.229282671695191","-0.000516621911773458","1.52962311479692","-0.0162785838559027","0.547436941295163"
"46","2016","DKC3151","-100.015261390467","1.32046550748127","-0.000954439999999983","14.7656150754843","-0.171183130618477","0.854729790463407"
"47","2016","DKC3730","-43.6494754573495","0.566618254346813","-0.000355096038412668","6.86228446168323","-0.0729300136280564","0.933640611645802"
"48","2016","DKC3711","17.4451013429556","-0.224400112814603","0.00121871974984127",NA,NA,"0.894197817469561"
"49","2016","DKC3795","-2.89611543591698","0.0529919314556973","-0.000273811032936506","1.03138026587872","5.92164614170114e-05","0.941861886819373"
"50","2016","PR38N86","-24.0567535421828","0.305880623998909","-0.00023357792349206","4.67150004189657","-0.0432438883457205","0.733093655127616"
"51","2016","DKC6050","-13.6983190723568","0.174960638000324","-0.000370488292588239","1.52210000812795","-0.00510368797825201","0.802042954513038"
"52","2016","DKC6630","-8.16071657209832","0.171484806172881","-0.000701854527668342","1.12824169521947","-0.00192907039374365","0.528985811330193"
"53","2016","DKC6650","-8.67707083258891","0.106761284267476","-0.000432354637778036","1.24223253380727","-0.0013189773797107","0.838484444677814"
"54","2016","DKC6664","1.36834636152153","0.0844971974434348","-0.000622959879769439","0.506213229807074","0.00359104605859333","0.655731697458653"
"55","2016","DKC6728","-5.3492583745271","0.0315448173003612","-0.000162911316572376","1.22834118580275","0.000545018547064601","0.83674617474536"
"56","2016","DKC6752","-3.62303624575855","-0.00865242151325151","0.000134435733236837","1.208095873641","-0.000646905489008815","0.824950781861461"
"57","2016","EQ6314","-16.9554481767839","0.242478297800287","-0.000448483569767337","1.70771822657506","-0.00984774536411245","0.314398548555879"
"58","2016","EQ6423","-8.32884912600147","0.183100458804703","-0.000591359598923085","1.14756841066673","-0.00363004857373171","0.575029385163821"
"59","2016","EQ6424","-38.2542081353285","0.505955667276334","-0.00138427788631738","2.37796606335959","-0.0129920147380832","0.379641289548416"
"60","2016","EQ6425","-13.9646243931432","0.203891436660022","-0.000591185831024508","1.4878480693654","-0.00495801767821281","0.676357610648153"
"61","2016","EQ6426","-6.44954301385084","0.1049914932958","-0.000594067135343335","1.02960330547015","0.00111438968121676","0.789700027474054"
"62","2016","EQ6427","-10.2336335585009","0.145890909235172","-0.000439319668235316","1.33147792728817","-0.00303504023119747","0.723384070813504"
"63","2016","EQ6919","15.2285009447388","-0.166674311116192","0.000136789195693471","0.265864800048205","0.00767041905426915","0.836651854199768"
"64","2016","EQ7009","-0.859730043919158","0.049125862067733","-0.000217557791853422","0.878369025251115","0.00014760209506673","0.583466466698064"
"65","2016","EQ7104","-27.3768777906705","0.389888556989765","-0.00119429449557403","2.19110915169161","-0.0110573557633886","0.718006844152826"
"66","2016","P1547","-98.52279100577","0.828246856524557","0.000229257034920626","8.02868375027123","-0.0619375080325025","0.621479937657409"
"67","2016","DKC5068","-1.20906421724137","0.0860534649607994","-0.00052116867446316","0.697655083340691","0.00156715006794196","0.759702964254088"
"68","2016","DKC5530","-10.8635840915557","0.546442537012701","-0.00277292714603176",NA,NA,"0.668097915388648"
"69","2016","DKC6724","15.5668924419659","-0.37039788284465","-0.000257907903703716","-0.284887163140091","0.029762905754948","0.933924412122024"
"70","2016","EP5125","-11.5463381773335","0.516313302104765","-0.00236381570476192",NA,NA,"0.957446851738188"
"71","2016","EP5232","-16.994132369778","0.621283763177782","-0.00277729224444447",NA,NA,"0.981322695017744"
"72","2016","P1921","-20.1096659121435","0.329122867591567","-0.00101778382016831","1.74453996114522","-0.00927091915683456","0.528266639563597"
"73","2016","EP6739","-26.3482302510221","0.387955376682729","-0.000869125424757447","2.10213218177119","-0.0131306472050745","0.712970962639083"
"74","2016","EQ6315","-5.9279354680117","0.184088844632392","-0.000639819417239224","0.916866986332781","-0.00249583698613897","0.394751386145583"
"75","2016","DKC6729YG","31.3690507976827","-0.365709202235193","0.000957747615873018","-0.449766181211692","0.0107157468550861","0.704317238227366"
"76","2016","DKC6442","-17.3323535652458","0.275118067004962","-4.01665079365139e-07","2.35902235132935","-0.0215143980011887","0.469216548004166"
"77","2016","DKC6590","83.2826799241113","-0.207134070776147","-7.48351033697122e-05","-4.82394773653013","0.0176805720820777","0.822465526769378"
"78","2016","DKC6751","-39.1010090970379","-0.493308272707511","-0.000272469363492098","3.44745609939078","0.0379533650631604","0.553958246997687"
"79","2016","EN6826","-64.5683571594523","-0.201251425675518","-0.000556765680952379","4.94639691738468","0.0205144204956674","0.556462302419419"
