YEAR,Region,Country,LOC,Block,HYBRID,Pre-commercial name,Commercial name,Family relatedness,density,mean_yield,Comment,NEW LOC,NEW Block
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5031,EL5016,DKC5031,Female Group 39,80,3.997885185,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5031,EL5016,DKC5031,Female Group 39,95,4.532261905,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5031,EL5016,DKC5031,Female Group 39,110,4.482345455,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5065,EP5125,DKC5065,Female Group 47,50,4.144703704,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5065,EP5125,DKC5065,Female Group 47,65,4.125714286,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5065,EP5125,DKC5065,Female Group 47,80,3.785848148,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5065,EP5125,DKC5065,Female Group 47,95,4.756886667,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5065,EP5125,DKC5065,Female Group 47,110,4.003556,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5068,EP5026,DKC5068,Female Group 39,50,5.053163636,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5068,EP5026,DKC5068,Female Group 39,65,4.059553846,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5068,EP5026,DKC5068,Female Group 39,80,4.469672,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5068,EP5026,DKC5068,Female Group 39,95,4.891120833,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5068,EP5026,DKC5068,Female Group 39,110,3.872796296,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5276,ED5206,DKC5276,Female Group 11,50,4.929481481,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5276,ED5206,DKC5276,Female Group 11,65,4.892766667,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5276,ED5206,DKC5276,Female Group 11,80,4.160670968,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5276,ED5206,DKC5276,Female Group 11,95,4.72809375,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5276,ED5206,DKC5276,Female Group 11,110,3.943665517,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5362,EP5232,DKC5362,Female Group 39,50,3.923124,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5362,EP5232,DKC5362,Female Group 39,65,4.060092308,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5362,EP5232,DKC5362,Female Group 39,80,3.664658621,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5362,EP5232,DKC5362,Female Group 39,95,4.282932143,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5362,EP5232,DKC5362,Female Group 39,110,4.456886364,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,50,4.503407407,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,65,4.943010714,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,80,4.304564,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,95,5.221486207,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,110,4.704278571,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5129,EQ5129,EQ5129,Female Group 47,50,4.579669231,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5129,EQ5129,EQ5129,Female Group 47,65,4.147341667,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5129,EQ5129,EQ5129,Female Group 47,80,4.954269565,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5129,EQ5129,EQ5129,Female Group 47,95,5.147688889,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5129,EQ5129,EQ5129,Female Group 47,110,4.135592,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5234,EQ5234,EQ5234,Female Group 40,50,4.692132,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5234,EQ5234,EQ5234,Female Group 40,65,4.799890476,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5234,EQ5234,EQ5234,Female Group 40,80,4.271768966,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5234,EQ5234,EQ5234,Female Group 40,95,4.832407143,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5234,EQ5234,EQ5234,Female Group 40,110,4.731636,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,50,3.69941,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,65,4.655654545,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,80,4.101246429,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,95,4.783559375,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,110,5.203371429,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P0216,P0216,P0216,,50,4.538358621,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P0216,P0216,P0216,,65,4.58624,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P0216,P0216,P0216,,80,4.148696154,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P0216,P0216,P0216,,95,4.707785714,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P0216,P0216,P0216,,110,4.195871429,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P9903,P9903,P9903,,50,4.207129167,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P9903,P9903,P9903,,65,4.015286957,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P9903,P9903,P9903,,80,4.17445,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P9903,P9903,P9903,,95,4.887514286,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 L,2,P9903,P9903,P9903,,110,4.428126923,,6GBR1,L2
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5031,EL5016,DKC5031,Female Group 39,65,10.63016129,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5031,EL5016,DKC5031,Female Group 39,80,13.6515,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5031,EL5016,DKC5031,Female Group 39,95,12.58135897,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5031,EL5016,DKC5031,Female Group 39,110,12.4135,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5031,EL5016,DKC5031,Female Group 39,125,12.39719444,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5065,EP5125,DKC5065,Female Group 47,65,10.99754286,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5065,EP5125,DKC5065,Female Group 47,95,13.41972973,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5065,EP5125,DKC5065,Female Group 47,110,12.5894,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5065,EP5125,DKC5065,Female Group 47,125,12.6585,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5068,EP5026,DKC5068,Female Group 39,65,11.3923125,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5068,EP5026,DKC5068,Female Group 39,80,14.89939474,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5068,EP5026,DKC5068,Female Group 39,95,13.26844444,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5068,EP5026,DKC5068,Female Group 39,110,12.97482857,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5068,EP5026,DKC5068,Female Group 39,125,12.53407895,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5276,ED5206,DKC5276,Female Group 11,65,10.34522857,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5276,ED5206,DKC5276,Female Group 11,80,15.2259,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5276,ED5206,DKC5276,Female Group 11,95,11.98126471,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5276,ED5206,DKC5276,Female Group 11,110,11.72658333,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5276,ED5206,DKC5276,Female Group 11,125,11.36544737,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5362,EP5232,DKC5362,Female Group 39,65,10.37484848,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5362,EP5232,DKC5362,Female Group 39,95,12.7315,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5362,EP5232,DKC5362,Female Group 39,110,12.33488889,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5362,EP5232,DKC5362,Female Group 39,125,12.2198,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5632,EL5613,DKC5632,Female Group 40,65,11.38055556,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5632,EL5613,DKC5632,Female Group 40,80,16.30347368,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5632,EL5613,DKC5632,Female Group 40,95,13.83414286,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5632,EL5613,DKC5632,Female Group 40,110,13.78077143,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5632,EL5613,DKC5632,Female Group 40,125,13.08331579,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5830,EL5816XPY1,DKC5830,Female Group 39,65,11.423,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5830,EL5816XPY1,DKC5830,Female Group 39,80,14.76116216,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5830,EL5816XPY1,DKC5830,Female Group 39,95,13.24847368,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5830,EL5816XPY1,DKC5830,Female Group 39,110,13.56959459,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,DKC5830,EL5816XPY1,DKC5830,Female Group 39,125,13.04131579,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5129,EQ5129,EQ5129,Female Group 47,65,11.47928571,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5129,EQ5129,EQ5129,Female Group 47,80,15.16352778,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5129,EQ5129,EQ5129,Female Group 47,95,12.93077778,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5129,EQ5129,EQ5129,Female Group 47,110,13.53768571,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5129,EQ5129,EQ5129,Female Group 47,125,13.21277778,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5234,EQ5234,EQ5234,Female Group 40,65,11.80351613,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5234,EQ5234,EQ5234,Female Group 40,95,14.56767647,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5234,EQ5234,EQ5234,Female Group 40,110,13.75038235,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5234,EQ5234,EQ5234,Female Group 40,125,14.22016667,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,65,12.50167742,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,80,17.05640541,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,95,14.63260526,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,110,14.47536842,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,125,14.06061111,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P0216,P0216,P0216,,65,11.7250303,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P0216,P0216,P0216,,95,13.51210526,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P0216,P0216,P0216,,110,13.08003125,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P0216,P0216,P0216,,125,13.52997297,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P9903,P9903,P9903,,65,10.47510811,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P9903,P9903,P9903,,95,13.04547222,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P9903,P9903,P9903,,110,12.68405714,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,1,P9903,P9903,P9903,,125,12.44945714,,6GBR1,M1
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5031,EL5016,DKC5031,Female Group 39,65,9.896486486,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5031,EL5016,DKC5031,Female Group 39,80,11.50351429,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5031,EL5016,DKC5031,Female Group 39,95,8.206885714,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5031,EL5016,DKC5031,Female Group 39,110,11.14897222,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5031,EL5016,DKC5031,Female Group 39,125,10.0905625,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5065,EP5125,DKC5065,Female Group 47,65,10.43765714,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5065,EP5125,DKC5065,Female Group 47,80,10.68657143,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5065,EP5125,DKC5065,Female Group 47,95,9.903605263,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5065,EP5125,DKC5065,Female Group 47,110,10.38416216,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5065,EP5125,DKC5065,Female Group 47,125,9.921470588,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5068,EP5026,DKC5068,Female Group 39,65,10.85913158,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5068,EP5026,DKC5068,Female Group 39,80,12.72442424,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5068,EP5026,DKC5068,Female Group 39,95,8.706657143,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5068,EP5026,DKC5068,Female Group 39,110,11.62145714,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5068,EP5026,DKC5068,Female Group 39,125,10.97263636,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5276,ED5206,DKC5276,Female Group 11,65,9.3008,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5276,ED5206,DKC5276,Female Group 11,80,11.223,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5276,ED5206,DKC5276,Female Group 11,95,9.180444444,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5276,ED5206,DKC5276,Female Group 11,110,10.73242105,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5276,ED5206,DKC5276,Female Group 11,125,9.7365,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5362,EP5232,DKC5362,Female Group 39,65,10.55878378,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5362,EP5232,DKC5362,Female Group 39,80,10.52990323,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5362,EP5232,DKC5362,Female Group 39,95,10.782,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5362,EP5232,DKC5362,Female Group 39,110,11.09084615,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5362,EP5232,DKC5362,Female Group 39,125,8.992515152,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5632,EL5613,DKC5632,Female Group 40,65,10.92716667,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5632,EL5613,DKC5632,Female Group 40,80,11.36531429,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5632,EL5613,DKC5632,Female Group 40,95,8.755567568,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5632,EL5613,DKC5632,Female Group 40,110,11.16215789,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5632,EL5613,DKC5632,Female Group 40,125,11.45036364,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,65,11.34797297,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,80,12.61969444,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,95,8.667076923,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,110,11.65788571,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,DKC5830,EL5816XPY1,DKC5830,Female Group 39,125,11.79476471,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5129,EQ5129,EQ5129,Female Group 47,65,11.50229412,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5129,EQ5129,EQ5129,Female Group 47,80,12.64814286,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5129,EQ5129,EQ5129,Female Group 47,95,9.353351351,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5129,EQ5129,EQ5129,Female Group 47,110,10.7938,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5129,EQ5129,EQ5129,Female Group 47,125,12.17205714,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5234,EQ5234,EQ5234,Female Group 40,65,12.47021622,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5234,EQ5234,EQ5234,Female Group 40,80,12.22771875,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5234,EQ5234,EQ5234,Female Group 40,95,11.47365714,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5234,EQ5234,EQ5234,Female Group 40,110,11.77422222,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5234,EQ5234,EQ5234,Female Group 40,125,10.98278125,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,65,11.14688571,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,80,12.39109375,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,95,9.732666667,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,110,11.95368571,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,EQ5235XPY1,EQ5235XPY1,EQ5235XPY1,Female Group 39,125,12.09644118,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P0216,P0216,P0216,,65,10.11875676,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P0216,P0216,P0216,,80,8.420581395,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P0216,P0216,P0216,,95,9.820305556,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P0216,P0216,P0216,,110,9.746,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P0216,P0216,P0216,,125,8.349235294,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P9903,P9903,P9903,,65,8.820371429,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P9903,P9903,P9903,,80,10.6249375,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P9903,P9903,P9903,,95,10.49863889,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P9903,P9903,P9903,,110,10.19721622,,6GBR1,M2
2016,Mid East,Bulgaria,6GBR1 M,2,P9903,P9903,P9903,,125,8.435085714,,6GBR1,M2
2016,Mid East,Croatia,6GCR1 L,1,DKC3939,EM4110,DKC3939,Female Group 12,50,4.997037037,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3939,EM4110,DKC3939,Female Group 12,65,7.483384615,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3939,EM4110,DKC3939,Female Group 12,80,7.53984,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3939,EM4110,DKC3939,Female Group 12,95,8.226037037,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3939,EM4110,DKC3939,Female Group 12,110,6.549551724,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3969,EP3919,DKC3969,Female Group 41,50,5.837851852,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3969,EP3919,DKC3969,Female Group 41,65,8.61936,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3969,EP3919,DKC3969,Female Group 41,80,8.110461538,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3969,EP3919,DKC3969,Female Group 41,95,9.32525,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC3969,EP3919,DKC3969,Female Group 41,110,8.06937037,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4069,EP4019,DKC4069,Female Group 13,50,6.147347826,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4069,EP4019,DKC4069,Female Group 13,65,7.388148148,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4069,EP4019,DKC4069,Female Group 13,80,8.90012,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4069,EP4019,DKC4069,Female Group 13,95,9.457703704,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4069,EP4019,DKC4069,Female Group 13,110,9.312307692,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4162,EP4113,DKC4162,Female Group 42,50,5.751846154,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4162,EP4113,DKC4162,Female Group 42,65,7.96668,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4162,EP4113,DKC4162,Female Group 42,80,8.289041667,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4162,EP4113,DKC4162,Female Group 42,95,8.696346154,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4162,EP4113,DKC4162,Female Group 42,110,7.843846154,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4569,EP4525,DKC4569,Female Group 37,50,4.811416667,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4569,EP4525,DKC4569,Female Group 37,65,9.20044,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4569,EP4525,DKC4569,Female Group 37,80,8.31664,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4569,EP4525,DKC4569,Female Group 37,95,10.36504167,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4569,EP4525,DKC4569,Female Group 37,110,8.331173913,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4590,EF4503,DKC4590,Female Group 44,50,4.90152,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4590,EF4503,DKC4590,Female Group 44,65,7.3432,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4590,EF4503,DKC4590,Female Group 44,80,7.88736,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4590,EF4503,DKC4590,Female Group 44,95,8.72625,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4590,EF4503,DKC4590,Female Group 44,110,7.92052,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4670,EQ4720,DKC4670,Female Group 43,50,4.440384615,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4670,EQ4720,DKC4670,Female Group 43,65,7.185259259,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4670,EQ4720,DKC4670,Female Group 43,80,8.499962963,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4670,EQ4720,DKC4670,Female Group 43,95,9.266769231,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4670,EQ4720,DKC4670,Female Group 43,110,8.806346154,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4717,EH4813,DKC4717,Female Group 44,50,7.314961538,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4717,EH4813,DKC4717,Female Group 44,65,10.14724,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4717,EH4813,DKC4717,Female Group 44,80,10.49204167,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4717,EH4813,DKC4717,Female Group 44,95,10.47438462,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC4717,EH4813,DKC4717,Female Group 44,110,11.08696154,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC5031,EL5016,DKC5031,Female Group 39,50,9.747766667,,6GCR1,L1
2016,Mid East,Croatia,6GCR1 L,1,DKC5031,EL5016,DKC5031,Female Group 39,65,12.12119231,,6GCR1,L1
