season,setgroup,field,hybrid,family,density,block,MST,YLD,n,YieldEnv
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,80,1,13,14.48,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,95,1,13,16.34666667,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,110,1,13,15.86875,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,125,1,13,16.2875,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,65,2,13,15.13333333,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,80,2,13,14.15,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,95,2,13,15.76153846,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,110,2,13,15.90714286,99,16.138869032
s:2015,Late,f:5ITA1_,EF6715,Female Group 2,125,2,13,16.50625,99,16.138869032
s:2015,Late,f:5ITA3-,EF6715,Female Group 2,65,1,13,10.05,51,13.090824954
s:2015,Late,f:5ITA3-,EF6715,Female Group 2,80,1,13,12.425,51,13.090824954
s:2015,Late,f:5ITA3-,EF6715,Female Group 2,95,1,13,12.19444444,51,13.090824954
s:2015,Late,f:5ITA3-,EF6715,Female Group 2,110,1,13,11.8125,51,13.090824954
s:2015,Late,f:5ITA3-,EF6715,Female Group 2,125,1,13,12.1,51,13.090824954
s:2015,Late,f:5ITA3_,EF6715,Female Group 2,65,2,13,14.21052632,82,15.28796094
s:2015,Late,f:5ITA3_,EF6715,Female Group 2,80,2,13,12.91875,82,15.28796094
s:2015,Late,f:5ITA3_,EF6715,Female Group 2,95,2,13,14.08181818,82,15.28796094
s:2015,Late,f:5ITA3_,EF6715,Female Group 2,110,2,13,12.8,82,15.28796094
s:2015,Late,f:5ITA3_,EF6715,Female Group 2,125,2,13,13.71764706,82,15.28796094
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,80,1,13,15.79230769,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,95,1,13,14.90714286,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,110,1,13,15.19285714,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,125,1,13,13.23333333,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,65,2,13,16.21428571,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,80,2,13,15.89230769,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,95,2,13,14,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,110,2,13,17.0625,99,16.150604704
s:2015,Late,f:5ITA1_,EH6716,Female Group 58,125,2,13,16.98461538,99,16.150604704
s:2015,Late,f:5ITA3-,EH6716,Female Group 58,65,1,13,10.64,51,12.941170857
s:2015,Late,f:5ITA3-,EH6716,Female Group 58,80,1,13,13.47894737,51,12.941170857
s:2015,Late,f:5ITA3-,EH6716,Female Group 58,95,1,13,14.09411765,51,12.941170857
s:2015,Late,f:5ITA3-,EH6716,Female Group 58,110,1,13,14.41176471,51,12.941170857
s:2015,Late,f:5ITA3-,EH6716,Female Group 58,125,1,13,13.58947368,51,12.941170857
s:2015,Late,f:5ITA3_,EH6716,Female Group 58,65,2,13,15.03888889,82,15.156526216
s:2015,Late,f:5ITA3_,EH6716,Female Group 58,80,2,13,16.0375,82,15.156526216
s:2015,Late,f:5ITA3_,EH6716,Female Group 58,95,2,13,16.07777778,82,15.156526216
s:2015,Late,f:5ITA3_,EH6716,Female Group 58,110,2,13,16.23888889,82,15.156526216
s:2015,Late,f:5ITA3_,EH6716,Female Group 58,125,2,13,15.11333333,82,15.156526216
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,80,1,13,12.17692308,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,95,1,13,13.18666667,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,110,1,13,14.61428571,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,125,1,13,14.22666667,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,65,2,13,16.30769231,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,80,2,13,15.92,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,95,2,13,17.42307692,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,110,2,13,17.17142857,99,16.187860503
s:2015,Late,f:5ITA1_,EI6721,Female Group 60,125,2,13,14.56428571,99,16.187860503
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,65,1,13,13.8,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,80,1,13,14.09411765,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,95,1,13,14.7,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,110,1,13,12.94705882,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,125,1,13,14.01875,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,65,2,13,14.37368421,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,80,2,13,14.8,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,95,2,13,14.96666667,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,110,2,13,14.58888889,77,15.326501398
s:2015,Late,f:5ITA3_,EI6721,Female Group 60,125,2,13,12.91176471,77,15.326501398
s:2015,Late,f:5SPA1,EI6721,Female Group 60,65,1,13,14.18157895,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,80,1,13,13.76904762,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,95,1,13,14.92105263,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,110,1,13,15,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,125,1,13,14.87692308,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,65,2,13,12.93023256,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,80,2,13,13.63255814,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,95,2,13,14.08157895,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,110,2,13,15.22682927,110,13.792803549
s:2015,Late,f:5SPA1,EI6721,Female Group 60,125,2,13,15.0097561,110,13.792803549
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,65,1,13,14.84047619,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,80,1,13,14.33,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,95,1,13,13.80714286,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,110,1,13,15.62105263,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,125,1,13,15.18536585,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,65,2,13,13.5,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,80,2,13,14.12380952,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,95,2,13,15.60238095,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,110,2,13,16.25909091,110,13.743910612
s:2015,Late,f:5SPA1,EI6721KDD,Female Group 60,125,2,13,15.73846154,110,13.743910612
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,65,1,13,11.98055556,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,80,1,13,12.19444444,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,95,1,13,13.80882353,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,110,1,13,13.05151515,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,125,1,13,14.16285714,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,65,2,13,12.10571429,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,80,2,13,13.64615385,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,95,2,13,13.77647059,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,110,2,13,13.25142857,110,13.909428432
s:2015,Late,f:5SPA1,EL5016KDD,Female Group 39,125,2,13,12.82285714,110,13.909428432
s:2015,Late,f:5POR1,EL5613,Female Group 40,65,1,13,12.5955,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,80,1,13,11.091,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,95,1,13,13.1635,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,110,1,13,14.17066667,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,125,1,13,13.21766667,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,65,2,13,12.81825,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,80,2,13,13.56125,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,95,2,13,12.47733333,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,110,2,13,12.78433333,60,13.691778611
s:2015,Late,f:5POR1,EL5613,Female Group 40,125,2,13,13.61933333,60,13.691778611
s:2015,Late,f:5SPA1,EL5613,Female Group 40,65,1,13,12.79642857,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,80,1,13,13.16296296,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,95,1,13,13.78965517,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,110,1,13,13.49615385,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,125,1,13,13.9037037,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,65,2,13,12.21666667,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,80,2,13,13.125,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,95,2,13,13.656,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,110,2,13,13.04333333,110,13.89197522
s:2015,Late,f:5SPA1,EL5613,Female Group 40,125,2,13,13.53076923,110,13.89197522
s:2015,Late,f:5ITA3-,EL5816XPY,Female Group 39,65,1,13,14.62307692,52,12.85112176
s:2015,Late,f:5ITA3-,EL5816XPY,Female Group 39,80,1,13,14.68695652,52,12.85112176
s:2015,Late,f:5ITA3-,EL5816XPY,Female Group 39,95,1,13,15.19565217,52,12.85112176
s:2015,Late,f:5ITA3-,EL5816XPY,Female Group 39,125,1,13,13.45,52,12.85112176
s:2015,Late,f:5ITA3_,EL5816XPY,Female Group 39,65,2,13,16.25217391,82,15.016095393
s:2015,Late,f:5ITA3_,EL5816XPY,Female Group 39,80,2,13,17.05294118,82,15.016095393
s:2015,Late,f:5ITA3_,EL5816XPY,Female Group 39,95,2,13,17.08,82,15.016095393
s:2015,Late,f:5ITA3_,EL5816XPY,Female Group 39,110,2,13,21.17777778,82,15.016095393
s:2015,Late,f:5ITA3_,EL5816XPY,Female Group 39,125,2,13,18.45882353,82,15.016095393
s:2015,Late,f:5POR1,EL6513,Female Group 56,65,1,13,12.83825,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,80,1,13,11.08666667,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,95,1,13,12.67233333,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,110,1,13,12.01575,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,125,1,13,11.58525,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,65,2,13,11.2318,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,80,2,13,11.70675,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,95,2,13,12.6685,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,110,2,13,13.6775,60,13.842740278
s:2015,Late,f:5POR1,EL6513,Female Group 56,125,2,13,10.95833333,60,13.842740278
s:2015,Late,f:5POR1,EL6514,Female Group 61,65,1,13,12.742,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,80,1,13,13.1615,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,95,1,13,12.58975,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,110,1,13,13.15725,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,125,1,13,13.249,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,65,2,13,12.58925,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,80,2,13,12.53875,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,95,2,13,13.56375,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,110,2,13,12.51825,60,13.683634166
s:2015,Late,f:5POR1,EL6514,Female Group 61,125,2,13,13.878,60,13.683634166
s:2015,Late,f:5SPA1,EL6514,Female Group 61,65,1,13,12.68108108,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,80,1,13,12.88421053,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,95,1,13,13.92702703,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,110,1,13,13.728125,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,125,1,13,13.30555556,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,65,2,13,12.7,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,80,2,13,13.4,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,95,2,13,14.31111111,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,110,2,13,14.74146341,110,13.8606534
s:2015,Late,f:5SPA1,EL6514,Female Group 61,125,2,13,14.4875,110,13.8606534
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,65,1,13,13.328125,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,80,1,13,13.79411765,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,95,1,13,15.071875,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,110,1,13,14.5516129,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,125,1,13,15.13125,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,65,2,13,12.40322581,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,80,2,13,13.16,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,95,2,13,14.33666667,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,110,2,13,14.65757576,110,13.811213627
s:2015,Late,f:5SPA1,EL6514KDD,Female Group 61,125,2,13,15.17,110,13.811213627
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,80,1,13,14.83076923,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,95,1,13,17.69411765,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,110,1,13,17.27142857,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,125,1,13,17.0625,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,65,2,13,15.1,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,80,2,13,16.39230769,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,95,2,13,16.73076923,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,110,2,13,17.13571429,99,16.058770459
s:2015,Late,f:5ITA1_,EM6312,Female Group 59,125,2,13,16.15333333,99,16.058770459
s:2015,Late,f:5ITA3-,EM6312,Female Group 59,80,1,13,12.04210526,52,13.016915984
s:2015,Late,f:5ITA3-,EM6312,Female Group 59,95,1,13,12.11052632,52,13.016915984
s:2015,Late,f:5ITA3-,EM6312,Female Group 59,110,1,13,10.91333333,52,13.016915984
s:2015,Late,f:5ITA3-,EM6312,Female Group 59,125,1,13,14.26842105,52,13.016915984
s:2015,Late,f:5ITA3_,EM6312,Female Group 59,65,2,13,16.19375,83,15.107577105
s:2015,Late,f:5ITA3_,EM6312,Female Group 59,80,2,13,16.93333333,83,15.107577105
s:2015,Late,f:5ITA3_,EM6312,Female Group 59,95,2,13,16.78,83,15.107577105
s:2015,Late,f:5ITA3_,EM6312,Female Group 59,125,2,13,17.50555556,83,15.107577105
s:2015,Late,f:5SPA1,EM6312,Female Group 59,65,1,13,13.91333333,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,80,1,13,14.215625,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,95,1,13,14.86176471,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,110,1,13,14.32068966,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,125,1,13,14.12580645,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,65,2,13,13.42307692,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,80,2,13,13.63939394,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,95,2,13,14.30666667,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,110,2,13,13.53870968,110,13.821147406
s:2015,Late,f:5SPA1,EM6312,Female Group 59,125,2,13,14.16666667,110,13.821147406
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,80,1,13,10.5,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,95,1,13,12.43125,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,110,1,13,14.58461538,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,125,1,13,18.98571429,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,65,2,13,15.73125,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,80,2,13,17.57,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,95,2,13,18.24615385,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,110,2,13,15.44615385,99,16.119781453
s:2015,Late,f:5ITA1_,EN6010,Female Group 39,125,2,13,18.83571429,99,16.119781453
s:2015,Late,f:5ITA3-,EN6010,Female Group 39,65,1,13,13.00769231,51,12.853382378
s:2015,Late,f:5ITA3-,EN6010,Female Group 39,80,1,13,13.37,51,12.853382378
s:2015,Late,f:5ITA3-,EN6010,Female Group 39,95,1,13,15.04,51,12.853382378
s:2015,Late,f:5ITA3-,EN6010,Female Group 39,110,1,13,15.55882353,51,12.853382378
s:2015,Late,f:5ITA3-,EN6010,Female Group 39,125,1,13,13.715,51,12.853382378
s:2015,Late,f:5ITA3_,EN6010,Female Group 39,65,2,13,13.28888889,82,15.24745181
s:2015,Late,f:5ITA3_,EN6010,Female Group 39,80,2,13,14.825,82,15.24745181
s:2015,Late,f:5ITA3_,EN6010,Female Group 39,95,2,13,13.64444444,82,15.24745181
s:2015,Late,f:5ITA3_,EN6010,Female Group 39,110,2,13,14.93333333,82,15.24745181
s:2015,Late,f:5ITA3_,EN6010,Female Group 39,125,2,13,14.35882353,82,15.24745181
s:2015,Late,f:5POR1,EN6313,Female Group 16,65,1,13,14.77333333,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,80,1,13,14.606,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,95,1,13,15.2505,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,110,1,13,15.36633333,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,125,1,13,15.724,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,65,2,13,14.98825,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,80,2,13,16.29933333,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,95,2,13,15.5425,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,110,2,13,15.17525,60,13.3074675
s:2015,Late,f:5POR1,EN6313,Female Group 16,125,2,13,14.832,60,13.3074675
s:2015,Late,f:5SPA1,EN6313,Female Group 16,65,1,13,11.69210526,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,80,1,13,11.14146341,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,95,1,13,14.42142857,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,110,1,13,13.01944444,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,125,1,13,13.67142857,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,65,2,13,12.55238095,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,80,2,13,13.60930233,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,95,2,13,14.51,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,110,2,13,14.78444444,110,13.882349543
s:2015,Late,f:5SPA1,EN6313,Female Group 16,125,2,13,14.3775,110,13.882349543
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,80,1,13,14.35714286,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,95,1,13,18.69411765,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,110,1,13,18.32857143,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,125,1,13,18.88,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,65,2,13,17.5625,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,80,2,13,15.41818182,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,95,2,13,19.36923077,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,110,2,13,17.04666667,99,15.95372241
s:2015,Late,f:5ITA1_,EN6630,Female Group 57,125,2,13,19.11428571,99,15.95372241
s:2015,Late,f:5ITA3-,EN6630,Female Group 57,65,1,13,14.20769231,52,12.842156887
s:2015,Late,f:5ITA3-,EN6630,Female Group 57,80,1,13,15.01,52,12.842156887
s:2015,Late,f:5ITA3-,EN6630,Female Group 57,95,1,13,14.8375,52,12.842156887
s:2015,Late,f:5ITA3-,EN6630,Female Group 57,110,1,13,14.36666667,52,12.842156887
s:2015,Late,f:5ITA3_,EN6630,Female Group 57,65,2,13,15.35714286,83,15.077322037
s:2015,Late,f:5ITA3_,EN6630,Female Group 57,80,2,13,18.60666667,83,15.077322037
s:2015,Late,f:5ITA3_,EN6630,Female Group 57,95,2,13,17.1,83,15.077322037
s:2015,Late,f:5ITA3_,EN6630,Female Group 57,110,2,13,18.86,83,15.077322037
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,80,1,13,12.69285714,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,95,1,13,16.08125,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,110,1,13,17.37857143,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,125,1,13,17.87333333,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,65,2,13,14.45,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,80,2,13,13.92857143,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,95,2,13,16.99285714,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,110,2,13,15.80714286,99,16.123211773
s:2015,Late,f:5ITA1_,EN6737,Female Group 52,125,2,13,16.78666667,99,16.123211773
s:2015,Late,f:5ITA3-,EN6737,Female Group 52,65,1,13,7.377777778,52,13.1394396
s:2015,Late,f:5ITA3-,EN6737,Female Group 52,80,1,13,11.60526316,52,13.1394396
s:2015,Late,f:5ITA3-,EN6737,Female Group 52,95,1,13,12.55789474,52,13.1394396
s:2015,Late,f:5ITA3-,EN6737,Female Group 52,125,1,13,11.42222222,52,13.1394396
s:2015,Late,f:5ITA3_,EN6737,Female Group 52,65,2,13,13.35294118,82,15.242818262
s:2015,Late,f:5ITA3_,EN6737,Female Group 52,80,2,13,14.8,82,15.242818262
s:2015,Late,f:5ITA3_,EN6737,Female Group 52,95,2,13,14.09,82,15.242818262
s:2015,Late,f:5ITA3_,EN6737,Female Group 52,110,2,13,14.475,82,15.242818262
s:2015,Late,f:5ITA3_,EN6737,Female Group 52,125,2,13,14.7125,82,15.242818262
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,80,1,13,10.19333333,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,95,1,13,14.25882353,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,110,1,13,17.34285714,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,125,1,13,15.40625,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,65,2,13,15.26666667,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,80,2,13,15.8,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,95,2,13,15.37142857,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,110,2,13,15.11428571,99,16.186958625
s:2015,Late,f:5ITA1_,EN6910,Female Group 53,125,2,13,16.92666667,99,16.186958625
s:2015,Late,f:5ITA3-,EN6910,Female Group 53,65,1,13,12.62727273,51,12.989203754
s:2015,Late,f:5ITA3-,EN6910,Female Group 53,80,1,13,14.18235294,51,12.989203754
s:2015,Late,f:5ITA3-,EN6910,Female Group 53,95,1,13,13.58333333,51,12.989203754
s:2015,Late,f:5ITA3-,EN6910,Female Group 53,110,1,13,10.58666667,51,12.989203754
s:2015,Late,f:5ITA3-,EN6910,Female Group 53,125,1,13,12.785,51,12.989203754
s:2015,Late,f:5ITA3_,EN6910,Female Group 53,65,2,13,15.04705882,82,15.172249754
s:2015,Late,f:5ITA3_,EN6910,Female Group 53,80,2,13,16.28125,82,15.172249754
s:2015,Late,f:5ITA3_,EN6910,Female Group 53,95,2,13,15.49,82,15.172249754
s:2015,Late,f:5ITA3_,EN6910,Female Group 53,110,2,13,14.58,82,15.172249754
s:2015,Late,f:5ITA3_,EN6910,Female Group 53,125,2,13,15.81875,82,15.172249754
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,80,1,13,14.64375,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,95,1,13,16.33529412,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,110,1,13,17.225,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,125,1,13,17.73529412,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,65,2,13,15.475,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,80,2,13,16.73333333,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,95,2,13,16.27857143,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,110,2,13,17.2,99,16.038451742
s:2015,Late,f:5ITA1_,EN7005,Female Group 63,125,2,13,18.75625,99,16.038451742
s:2015,Late,f:5ITA3_,EN7005,Female Group 63,65,1,13,11.64285714,77,15.49620422
s:2015,Late,f:5ITA3_,EN7005,Female Group 63,80,1,13,12.72105263,77,15.49620422
s:2015,Late,f:5ITA3_,EN7005,Female Group 63,95,1,13,11.925,77,15.49620422
s:2015,Late,f:5ITA3_,EN7005,Female Group 63,110,1,13,11.24545455,77,15.49620422
